trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
23,False,"{'a': 0.001, 'e': 0.9309999999999999}",20,0,-64.89522170565236,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
24,False,"{'a': 0.001, 'e': 0.9279999999999999}",20,0,-58.50480689581265,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
25,False,"{'a': 0.001, 'e': 0.9249999999999999}",35,0,-93.80900415839139,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",0
26,False,"{'a': 0.001, 'e': 0.9219999999999999}",20,0,-150.12647511469476,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
27,False,"{'a': 0.001, 'e': 0.9189999999999999}",20,0,-84.83132775135043,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
28,False,"{'a': 0.001, 'e': 0.9159999999999999}",25,0,-156.095418093022,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
29,False,"{'a': 0.001, 'e': 0.9129999999999999}",25,0,-171.30123891599106,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
30,False,"{'a': 0.001, 'e': 0.9099999999999999}",20,0,-82.04957674503991,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
31,False,"{'a': 0.001, 'e': 0.9069999999999999}",30,0,-67.61648391780426,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
32,False,"{'a': 0.001, 'e': 0.9039999999999999}",20,0,-131.14612723356242,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
33,False,"{'a': 0.001, 'e': 0.9009999999999999}",25,7,-55.59954889125997,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 0}",1
34,False,"{'a': 0.001, 'e': 0.8979999999999999}",20,0,-97.774879652116,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
35,False,"{'a': 0.001, 'e': 0.8949999999999999}",25,13,-26.119038697256677,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
36,False,"{'a': 0.001, 'e': 0.8919999999999999}",20,0,-105.91526996276245,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
37,False,"{'a': 0.001, 'e': 0.8889999999999999}",20,1,-141.29032480801766,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 3}",1
38,False,"{'a': 0.001, 'e': 0.8859999999999999}",25,11,-76.90112759748042,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
