trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
66,False,"{'a': 0.001, 'e': 0.9339999999999999}",25,18,-10.087643538276982,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
67,False,"{'a': 0.001, 'e': 0.9329999999999999}",30,0,-124.08397587664844,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
68,False,"{'a': 0.001, 'e': 0.9319999999999999}",25,0,-110.07591759128601,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
69,False,"{'a': 0.001, 'e': 0.9309999999999999}",20,3,-75.41703598627905,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 0}",1
70,False,"{'a': 0.001, 'e': 0.9299999999999999}",20,0,-51.599590686160205,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
71,False,"{'a': 0.001, 'e': 0.9289999999999999}",20,0,-53.35873249237092,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
72,False,"{'a': 0.001, 'e': 0.9279999999999999}",25,0,-138.74412404122532,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
73,False,"{'a': 0.001, 'e': 0.9269999999999999}",25,0,-93.1021526577976,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
74,False,"{'a': 0.001, 'e': 0.9259999999999999}",20,10,-18.962437937593503,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.001, 'e': 0.9249999999999999}",20,0,-116.44153199401111,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
76,False,"{'a': 0.001, 'e': 0.9239999999999999}",20,0,-45.99727126450657,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
77,False,"{'a': 0.001, 'e': 0.9229999999999999}",20,0,-193.58884173304108,"{0: 8, 1: 5, 2: 2, 3: 2, 4: 3}",0
78,False,"{'a': 0.001, 'e': 0.9219999999999999}",20,0,-80.31529143163219,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
79,False,"{'a': 0.001, 'e': 0.9209999999999999}",20,7,-18.856000389326656,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
80,False,"{'a': 0.001, 'e': 0.9199999999999999}",25,0,-115.9763020086168,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
81,False,"{'a': 0.001, 'e': 0.9189999999999999}",30,0,-72.11219448363967,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
82,False,"{'a': 0.001, 'e': 0.9179999999999999}",20,6,-19.43140788487398,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
83,False,"{'a': 0.001, 'e': 0.9169999999999999}",30,0,-48.84441615766204,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
84,False,"{'a': 0.001, 'e': 0.9159999999999999}",20,0,-170.33481018970883,"{0: 8, 1: 6, 2: 3, 3: 0, 4: 3}",0
85,False,"{'a': 0.001, 'e': 0.9149999999999999}",30,0,-129.09244570878116,"{0: 17, 1: 6, 2: 4, 3: 2, 4: 1}",0
86,False,"{'a': 0.001, 'e': 0.9139999999999999}",20,0,-39.510043107522506,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.001, 'e': 0.9129999999999999}",20,0,-77.00406647407353,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.001, 'e': 0.9119999999999999}",30,15,-30.476387774431,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
89,False,"{'a': 0.001, 'e': 0.9109999999999999}",25,0,-111.23026304338462,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
90,False,"{'a': 0.001, 'e': 0.9099999999999999}",20,0,-123.31396749464697,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
91,False,"{'a': 0.001, 'e': 0.9089999999999999}",25,0,-136.2481627484243,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
92,False,"{'a': 0.001, 'e': 0.9079999999999999}",30,0,-66.89815333252942,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
93,False,"{'a': 0.001, 'e': 0.9069999999999999}",20,0,-35.727131991350205,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
94,False,"{'a': 0.001, 'e': 0.9059999999999999}",20,0,-83.5366348575819,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
95,False,"{'a': 0.001, 'e': 0.9049999999999999}",20,0,-100.72585601773505,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
96,False,"{'a': 0.001, 'e': 0.9039999999999999}",25,0,-141.96173012142697,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
97,False,"{'a': 0.001, 'e': 0.9029999999999999}",20,0,-56.9036697089237,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9019999999999999}",30,0,-161.56623807571373,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
99,False,"{'a': 0.001, 'e': 0.9009999999999999}",20,0,-34.77693124277471,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
100,False,"{'a': 0.001, 'e': 0.8999999999999999}",25,0,-68.8021143811337,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
101,False,"{'a': 0.001, 'e': 0.8989999999999999}",20,0,-35.848103587723486,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
102,False,"{'a': 0.001, 'e': 0.8979999999999999}",30,0,-183.38848778059122,"{0: 20, 1: 4, 2: 1, 3: 1, 4: 4}",0
103,False,"{'a': 0.001, 'e': 0.8969999999999999}",25,11,10.176367605061206,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.001, 'e': 0.8959999999999999}",20,12,-60.765206523955264,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
105,False,"{'a': 0.001, 'e': 0.8949999999999999}",35,0,-191.0383533779907,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
106,False,"{'a': 0.001, 'e': 0.8939999999999999}",20,0,-79.68513402674613,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
107,False,"{'a': 0.001, 'e': 0.8929999999999999}",25,0,-138.81742751742044,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
108,False,"{'a': 0.001, 'e': 0.8919999999999999}",20,5,-64.93561745449587,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",1
109,False,"{'a': 0.001, 'e': 0.8909999999999999}",30,0,-111.88536103690714,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
110,False,"{'a': 0.001, 'e': 0.8899999999999999}",20,0,-87.9556928990427,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
111,False,"{'a': 0.001, 'e': 0.8889999999999999}",20,0,-15.87407002397128,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.001, 'e': 0.8879999999999999}",20,0,-51.14743690809624,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
113,False,"{'a': 0.001, 'e': 0.8869999999999999}",35,0,-197.77312436606078,"{0: 21, 1: 4, 2: 6, 3: 1, 4: 3}",0
114,False,"{'a': 0.001, 'e': 0.8859999999999999}",25,0,-111.5804557922273,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
115,False,"{'a': 0.001, 'e': 0.8849999999999999}",20,0,-70.87037318394965,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
116,False,"{'a': 0.001, 'e': 0.8839999999999999}",20,8,-69.69459436395559,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
117,False,"{'a': 0.001, 'e': 0.8829999999999999}",25,0,-114.68265939834095,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.8819999999999999}",25,0,-85.44893336669064,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
119,False,"{'a': 0.001, 'e': 0.8809999999999999}",25,0,-50.515739219565326,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
120,False,"{'a': 0.001, 'e': 0.8799999999999999}",25,0,-131.90986545632023,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
121,False,"{'a': 0.001, 'e': 0.8789999999999999}",30,12,-22.71504893957243,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.001, 'e': 0.8779999999999999}",20,0,-83.60316192932487,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
123,False,"{'a': 0.001, 'e': 0.8769999999999999}",25,0,-116.59745197485064,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
124,False,"{'a': 0.001, 'e': 0.8759999999999999}",20,0,-134.57348112328253,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
125,False,"{'a': 0.001, 'e': 0.8749999999999999}",20,0,-223.21266118717443,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
126,False,"{'a': 0.001, 'e': 0.8739999999999999}",20,0,-50.98972893265763,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
127,False,"{'a': 0.001, 'e': 0.8729999999999999}",20,0,-97.36371064673024,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
128,False,"{'a': 0.001, 'e': 0.8719999999999999}",20,0,-83.78449297567583,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
129,False,"{'a': 0.001, 'e': 0.8709999999999999}",25,7,-70.00001488718407,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 0}",1
130,False,"{'a': 0.001, 'e': 0.8699999999999999}",30,0,-79.94930294683579,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.001, 'e': 0.8689999999999999}",25,16,-59.65422340324587,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
132,False,"{'a': 0.001, 'e': 0.8679999999999999}",25,0,-186.63989551030244,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
133,False,"{'a': 0.001, 'e': 0.8669999999999999}",20,0,-122.30212171987476,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
134,False,"{'a': 0.001, 'e': 0.8659999999999999}",20,0,-135.33813560596295,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
135,False,"{'a': 0.001, 'e': 0.8649999999999999}",20,9,-13.3033258347917,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.001, 'e': 0.8639999999999999}",30,0,-115.58712186038696,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
137,False,"{'a': 0.001, 'e': 0.8629999999999999}",25,0,-59.55812286347904,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.001, 'e': 0.8619999999999999}",20,0,-66.68327434913982,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
139,False,"{'a': 0.001, 'e': 0.8609999999999999}",20,13,-9.036904344728653,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.001, 'e': 0.8599999999999999}",25,0,-69.60488233799508,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
141,False,"{'a': 0.001, 'e': 0.8589999999999999}",20,0,-142.21592176961488,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
142,False,"{'a': 0.001, 'e': 0.8579999999999999}",20,0,-31.590958306044683,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
143,False,"{'a': 0.001, 'e': 0.8569999999999999}",20,0,-69.23773251288766,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.001, 'e': 0.8559999999999999}",25,0,-126.19968747758055,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",1
145,False,"{'a': 0.001, 'e': 0.8549999999999999}",25,0,-81.57155116145462,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.001, 'e': 0.8539999999999999}",30,0,-108.95765865650031,"{0: 17, 1: 8, 2: 3, 3: 1, 4: 1}",1
147,False,"{'a': 0.001, 'e': 0.8529999999999999}",20,0,-140.2514925046387,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
148,False,"{'a': 0.001, 'e': 0.8519999999999999}",20,0,-68.60699007462414,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
149,False,"{'a': 0.001, 'e': 0.8509999999999999}",25,8,-54.690552551828354,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
150,False,"{'a': 0.001, 'e': 0.8499999999999999}",20,0,-110.3097530202114,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
151,False,"{'a': 0.001, 'e': 0.8489999999999999}",20,7,-17.153349071696013,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
152,False,"{'a': 0.001, 'e': 0.8479999999999999}",20,0,-143.26066605617166,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
153,False,"{'a': 0.001, 'e': 0.8469999999999999}",20,0,-60.11946628227673,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
154,False,"{'a': 0.001, 'e': 0.8459999999999999}",20,2,-68.29488082444544,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
155,False,"{'a': 0.001, 'e': 0.8449999999999999}",30,0,-104.94639103763603,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
156,False,"{'a': 0.001, 'e': 0.8439999999999999}",25,0,-94.35837274243359,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
157,False,"{'a': 0.001, 'e': 0.8429999999999999}",20,0,-74.99215827959596,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
158,False,"{'a': 0.001, 'e': 0.8419999999999999}",20,0,-173.84387945026532,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
159,False,"{'a': 0.001, 'e': 0.8409999999999999}",20,0,-35.139793404245836,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
160,False,"{'a': 0.001, 'e': 0.8399999999999999}",20,16,5.679790024692391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.001, 'e': 0.8389999999999999}",20,0,-114.62663962180159,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
162,False,"{'a': 0.001, 'e': 0.8379999999999999}",20,0,-98.42289904460851,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
163,False,"{'a': 0.001, 'e': 0.8369999999999999}",30,0,-147.11405380605282,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
164,False,"{'a': 0.001, 'e': 0.8359999999999999}",30,0,-108.61085097665887,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
165,False,"{'a': 0.001, 'e': 0.8349999999999999}",25,0,-128.56520152547012,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
166,False,"{'a': 0.001, 'e': 0.8339999999999999}",25,9,-75.0802331967884,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
167,False,"{'a': 0.001, 'e': 0.8329999999999999}",25,0,-72.64739679086547,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.001, 'e': 0.8319999999999999}",30,0,-133.91126978738822,"{0: 20, 1: 4, 2: 2, 3: 2, 4: 2}",0
169,False,"{'a': 0.001, 'e': 0.8309999999999998}",20,0,-62.843158975481984,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
170,False,"{'a': 0.001, 'e': 0.8299999999999998}",20,0,-100.70723084679985,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
171,False,"{'a': 0.001, 'e': 0.8289999999999998}",20,0,-111.99507881449289,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
172,False,"{'a': 0.001, 'e': 0.8279999999999998}",20,0,-113.24342092378875,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
173,False,"{'a': 0.001, 'e': 0.8269999999999998}",35,21,8.534849928266173,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.001, 'e': 0.8259999999999998}",20,0,-104.36058336776021,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
175,False,"{'a': 0.001, 'e': 0.8249999999999998}",30,20,-12.408614923056202,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.001, 'e': 0.8239999999999998}",25,0,-108.61992560996538,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
177,False,"{'a': 0.001, 'e': 0.8229999999999998}",25,0,-134.3553510825454,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
178,False,"{'a': 0.001, 'e': 0.8219999999999998}",20,5,-32.11857196051475,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
179,False,"{'a': 0.001, 'e': 0.8209999999999998}",20,0,-39.79122328621875,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
180,False,"{'a': 0.001, 'e': 0.8199999999999998}",20,0,-88.08050818628419,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
181,False,"{'a': 0.001, 'e': 0.8189999999999998}",20,0,-96.6863235921532,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
182,False,"{'a': 0.001, 'e': 0.8179999999999998}",20,13,0.6013097137548993,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.001, 'e': 0.8169999999999998}",25,0,-104.13620409344884,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
184,False,"{'a': 0.001, 'e': 0.8159999999999998}",20,0,-96.57820188757621,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
185,False,"{'a': 0.001, 'e': 0.8149999999999998}",20,2,-20.554114594355184,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.001, 'e': 0.8139999999999998}",25,0,-118.86624673021755,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
187,False,"{'a': 0.001, 'e': 0.8129999999999998}",25,0,-41.71632856408628,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
