trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
45,False,"{'a': 0.01, 'e': 0.6440364210831414}",20,0,9.098772008607632,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.01, 'e': 0.6376281516217733}",30,0,-91.39560002763608,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.631283645506926}",20,8,-30.6302246014562,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.6250022682827008}",30,0,-60.802671283929755,"{0: 22, 1: 0, 2: 7, 3: 1, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.6187833918061408}",20,0,-149.39986559868083,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.6126263941844161}",35,0,-99.52121830844527,"{0: 28, 1: 0, 2: 5, 3: 0, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.6065306597126334}",20,0,-100.33278955333932,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,13,-0.5052509614075407,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.5945205479701944}",20,0,-100.22683235455833,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.5886049696783552}",25,0,-70.11779819527445,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-8.861388266576833,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
56,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,0,-107.85927371686678,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.5712090638488149}",20,8,-25.93272592833136,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.5655254386995371}",35,13,-20.80195151472802,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.559898366565402}",25,0,-76.890780562988,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.5543272847345071}",25,0,-26.161170028575413,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.5488116360940265}",20,0,-64.33096591271011,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,0,-5.442830435431993,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,0,-83.48047955569912,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5325918010068972}",30,0,-19.66209491647441,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.5272924240430485}",25,0,-139.43308919739422,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
66,False,"{'a': 0.01, 'e': 0.522045776761016}",20,0,-70.07176991106112,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,5,10.057858820908837,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.5117085777865424}",20,0,-39.77594203420643,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.5066169923655895}",35,0,-83.38995389423252,"{0: 30, 1: 1, 2: 0, 3: 2, 4: 2}",0
70,False,"{'a': 0.01, 'e': 0.5015760690660555}",20,6,-72.44650529715196,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
71,False,"{'a': 0.01, 'e': 0.49658530379140947}",25,0,-47.03154383042274,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,9,0.8764637332016343,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.4867522559599717}",25,0,-107.94234492681983,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 2}",0
74,False,"{'a': 0.01, 'e': 0.48190899009020244}",20,0,-76.96565216357288,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
75,False,"{'a': 0.01, 'e': 0.4771139155210344}",30,0,-52.10415442703655,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.4723665527410147}",25,6,-90.61622872485823,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
77,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,0,-48.62575425365125,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.46301306831122807}",25,0,-92.26241738813185,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.4584060113052235}",25,0,-36.69714528204877,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.45384479528235583}",20,9,-73.3677091970551,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
81,False,"{'a': 0.01, 'e': 0.44932896411722156}",25,0,-22.794560501555964,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.4448580662229411}",25,0,-64.21069040782645,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.44043165450599925}",25,0,-83.15119406459094,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
84,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,1,-25.401153861442808,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.01, 'e': 0.43171052342907973}",25,14,-3.9407084108592727,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,-12.956872072068563,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
87,False,"{'a': 0.01, 'e': 0.4231620823177488}",35,10,6.106400273937689,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.418951549247639}",25,0,-26.771673327780395,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,8,12.618938526129392,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,0,-88.59407353071508,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
91,False,"{'a': 0.01, 'e': 0.4065696597405991}",25,0,-76.35420304969172,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
92,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,11,-18.98518402856316,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,0,-2.250050246489287,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.3945537103716011}",25,13,-31.06180982076647,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,11,-36.04212237289423,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,0,-28.336770807504667,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
97,False,"{'a': 0.01, 'e': 0.38289288597511206}",20,9,-23.906621714336357,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,3,-41.75029310650328,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,10,-57.96872090111398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
100,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,0,-17.29029281095576,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,9,12.158384546930044,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,0,-129.64177230127098,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
103,False,"{'a': 0.01, 'e': 0.3605949401730783}",30,0,-13.752968581954015,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
104,False,"{'a': 0.01, 'e': 0.3570069605691474}",25,9,20.27684820104719,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.35345468195878016}",25,0,-52.31584702049253,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.3499377491111553}",30,0,-50.99110914594201,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.3464558103300574}",25,12,-25.355584640723798,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,3,12.696435089822716,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,0,-90.82071514746875,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
110,False,"{'a': 0.01, 'e': 0.33621649370673334}",25,11,-69.04318575822302,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
111,False,"{'a': 0.01, 'e': 0.33287108369807955}",30,6,-6.201578458996327,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32955896107518906}",25,10,-20.686306667158682,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,6,-30.645542109507588,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,27.64738877099032,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,6,-19.05807030439903,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,12,17.654504652396554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,0,-133.7350646299957,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
118,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,0,-29.731301651901056,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,0,-8.324602066513672,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
120,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,8,-3.5683930679318143,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,14,5.580137151625214,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2981972794298874}",20,0,-57.668863167070405,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
123,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,0,-27.161178451409903,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.2922925776808594}",25,14,22.12063552194054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,0,25.009862805323323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,0,26.05536013048429,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
127,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,6,20.64313569418027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.2808316217783798}",25,0,-211.34143398635115,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 5}",0
129,False,"{'a': 0.01, 'e': 0.27803730045319414}",25,0,-25.837550665803345,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
130,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,12,-46.823870684602646,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,15,-32.8940980571549,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.2698200563846868}",30,0,43.68660315796376,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,4,0.8918824690805232,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.26447726129982396}",25,2,-29.492244670768464,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.261845668580326}",20,0,-21.947622350898936,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2592402606458915}",25,0,36.23924734049766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,14,10.822496962069248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25410695955280027}",25,10,24.525417938892236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.25157855305975646}",25,13,-48.38211104706559,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
140,False,"{'a': 0.01, 'e': 0.24907530463166816}",25,15,-3.2441271604210007,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.24659696394160643}",30,0,-2.492630305631579,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,0,9.058665728110782,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,6,10.619067175400264,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23930892224375455}",30,0,2.0789865481444982,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.23692775868212176}",30,0,6.7492695807747545,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
146,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,0,-58.7316628423896,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
147,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,0,-19.85143222714366,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,6,-16.58981775976586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.01, 'e': 0.22763768838381274}",20,16,8.25976983200146,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22537265553943872}",20,2,-10.624993262493856,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,1,-15.84267878164586,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,5,-75.0584356336118,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
153,False,"{'a': 0.01, 'e': 0.21871188695221475}",25,16,5.191722664715246,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,12,12.80783132898117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,8,-64.38687456674796,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
156,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,0,-23.56038123230678,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
157,False,"{'a': 0.01, 'e': 0.21013607120076472}",25,14,-10.130289697823887,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,0,11.266479552452902,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.01, 'e': 0.20597509820488344}",30,0,-24.261368990796402,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
160,False,"{'a': 0.01, 'e': 0.20392561173421342}",30,16,1.0927586643663743,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.20189651799465538}",30,14,-84.840400048411,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
162,False,"{'a': 0.01, 'e': 0.1998876140751445}",20,6,13.00435535317779,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,0,-35.869739225019956,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
164,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,8,0.3095049148333642,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
165,False,"{'a': 0.01, 'e': 0.19398004229089189}",20,0,32.78986867511392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.19204990862075408}",25,15,19.087399822894863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1901389801015205}",35,3,15.78649129597435,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.1882470656387468}",25,5,11.225575057710579,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18637397603940997}",25,0,36.52096899138164,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
170,False,"{'a': 0.01, 'e': 0.18451952399298926}",30,2,24.147049429401104,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.18268352405273466}",30,0,-24.22716259568195,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.01, 'e': 0.1808657926171221}",25,7,27.260865094605386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17906614791149322}",25,8,3.155483477241579,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17728440996987782}",30,21,3.3766630763239434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,13,-48.66017961709822,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.01, 'e': 0.17377394345044514}",25,9,12.482349691701472,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,0,31.758841212244178,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.01, 'e': 0.17033298882540943}",35,13,19.43693796888622,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,4,20.470308955554856,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,0,-36.58850750423826,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
181,False,"{'a': 0.01, 'e': 0.16529888822158653}",20,5,8.094166356129627,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,0,-28.38813925586116,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,3,11.01473202051177,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",30,0,-34.07111871003925,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
